symbol,feature_rows,innovation_z_x_zr_3h_bad,innovation_z_x_zr_3h_finite,oi_rel_vol_2h_bad,oi_rel_vol_2h_finite,oi_rel_vol_4h_bad,oi_rel_vol_4h_finite,oi_rel_vol_8h_bad,oi_rel_vol_8h_finite,unwind_score_bad,unwind_score_finite,dist_vwap_norm_bad,dist_vwap_norm_finite,dist_stack_bad,dist_stack_finite,vwap_zone_1d_atr_bad,vwap_zone_1d_atr_finite,vwap_zone_7d_atr_bad,vwap_zone_7d_atr_finite,raw_rows,raw_start,raw_end,raw_open_finite,raw_high_finite,raw_low_finite,raw_close_finite,raw_volume_finite,raw_funding_rate_finite,raw_open_interest_finite,raw_mark_price_finite,raw_mark_close_finite,raw_index_price_finite,raw_index_close_finite,raw_spot_close_finite,raw_spot_volume_finite,fund_file_rows,fund_funding_rate_finite,fund_open_interest_finite,fund_mark_price_finite,fund_index_price_finite,orderbook_exists,orderbook_rows
RAY_USD:USD,35041,26886,8155,22761,12280,21924,13117,21494,13547,25262,9779,21251,13790,22709,12332,21243,13798,21243,13798,13798,2024-10-24 20:00:00+00:00,2026-05-22 17:00:00+00:00,13798,13798,13798,13798,13798,13790,13790,13790,13790,140,140,13786,13786,13798,13798,13798,13791,140,False,0
RENDER_USD:USD,35041,21706,13335,19228,15813,19186,15855,19186,15855,22702,12339,19174,15867,20632,14409,19175,15866,19175,15866,15866,2024-07-30 16:00:00+00:00,2026-05-22 17:00:00+00:00,15866,15866,15866,15866,15866,15865,15865,15865,15865,140,140,15861,15861,15866,15866,15866,15866,140,False,0
REZ_USD:USD,35041,34977,64,27318,7723,25032,10009,22744,12297,29047,5994,20126,14915,21584,13457,19340,15701,18907,16134,16134,2024-07-19 12:00:00+00:00,2026-05-22 17:00:00+00:00,16134,16134,16134,16134,16134,16126,16126,16126,16126,140,140,16126,16126,16134,16134,16134,16127,140,False,0
RIVER_USD:USD,35041,31489,3552,32329,2712,32276,2765,32242,2799,34897,144,32195,2846,32326,2715,32163,2878,32019,3022,4728,2025-11-06 18:00:00+00:00,2026-05-22 17:00:00+00:00,4728,4728,4728,4728,4728,4728,4728,4728,4728,138,138,4723,4723,4728,4728,4728,4728,138,False,0
RLC_USD:USD,35041,19817,15224,24189,10852,19907,15134,15486,19555,30137,4904,10279,24762,11726,23315,8474,26567,7786,27255,27260,2023-04-12 22:00:00+00:00,2026-05-22 17:00:00+00:00,27260,27260,27260,27260,27260,27251,27251,27251,27251,140,140,27247,27247,27260,27259,27260,27253,140,False,0
RSR_USD:USD,35041,35005,36,26570,8471,24449,10592,22778,12263,27290,7751,21257,13784,22641,12400,20791,14250,20561,14480,14498,2024-09-25 16:00:00+00:00,2026-05-22 17:00:00+00:00,14498,14498,14498,14498,14498,14496,14496,14496,14496,140,140,14496,14496,14498,14498,14498,14497,140,False,0
RUNE_USD:USD,35041,13898,21143,9296,25745,8217,26824,7453,27588,13075,21966,2773,32268,4061,30980,2578,32463,2571,32470,32474,2022-09-07 16:00:00+00:00,2026-05-22 17:00:00+00:00,32474,32474,32474,32474,32474,32471,28133,32471,32471,140,140,32467,32467,32474,32474,28135,32474,140,False,0
SAGA_USD:USD,35041,30770,4271,22463,12578,19739,15302,17855,17186,24757,10284,16682,18359,18140,16901,16591,18450,16591,18450,18450,2024-04-14 00:00:00+00:00,2026-05-22 17:00:00+00:00,18450,18450,18450,18450,18450,18449,18449,18449,18449,140,140,18445,18445,18450,18450,18450,18450,140,False,0
SAND_USD:USD,35041,32175,2866,11391,23650,8631,26410,7317,27724,12075,22966,1265,33776,2720,32321,1225,33816,1225,33816,33817,2022-07-13 17:00:00+00:00,2026-05-22 17:00:00+00:00,33817,33817,33817,33817,33817,33811,28132,33814,33814,140,140,33814,33814,33817,33814,28134,33817,140,False,0
SEI_USD:USD,35041,33845,1196,16016,19025,15863,19178,15846,19195,19209,15832,15835,19206,17293,17748,15836,19205,15836,19205,19205,2024-03-13 13:00:00+00:00,2026-05-22 17:00:00+00:00,19205,19205,19205,19205,19205,19204,19204,19204,19204,140,140,19200,19200,19205,19205,19205,19205,140,False,0
SHIB_USD:USD,35041,35040,1,10697,24344,9822,25219,9244,25797,12339,22702,8938,26103,10396,24645,8939,26102,8939,26102,26102,2023-05-31 04:00:00+00:00,2026-05-22 17:00:00+00:00,26102,26102,26102,26102,26102,26100,26100,26100,26100,140,140,26096,26096,26102,26102,26102,26102,140,False,0
SNX_USD:USD,35041,14069,20972,8796,26245,7413,27628,6971,28070,13233,21808,1054,33987,2510,32531,1054,33987,1054,33987,33988,2022-07-06 14:00:00+00:00,2026-05-22 17:00:00+00:00,33988,33988,33988,33988,33988,33980,28133,33984,33984,140,140,33980,33980,33988,33986,28135,33987,140,False,0
SOLV_USD:USD,35041,35024,17,31539,3502,30183,4858,28704,6337,35041,0,26649,8392,27874,7167,25704,9337,24497,10544,11136,2025-02-12 18:00:00+00:00,2026-05-22 17:00:00+00:00,11136,11136,11136,11136,11136,11128,11135,11135,11135,140,140,11124,11124,11136,11136,11136,11136,140,False,0
SOL_USD:USD,35041,1001,34040,6920,28121,6917,28124,6918,28123,10307,24734,0,35041,1458,33583,1,35040,1,35040,35092,2022-05-21 14:00:00+00:00,2026-05-22 17:00:00+00:00,35092,35092,35092,35092,35092,35034,28133,35038,35038,140,140,35033,35033,35092,35090,28135,35041,140,False,0
SONIC_USD:USD,35041,34868,173,31025,4016,29174,5867,27153,7888,33834,1207,24555,10486,26010,9031,23904,11137,23548,11493,11496,2025-01-28 18:00:00+00:00,2026-05-22 17:00:00+00:00,11496,11496,11496,11496,11496,11488,11488,11488,11488,140,140,11488,11488,11496,11496,11496,11489,140,False,0
SOON_USD:USD,35041,34673,368,33532,1509,32974,2067,32335,2706,33274,1767,31355,3686,32598,2443,30778,4263,29670,5371,5689,2025-09-27 17:00:00+00:00,2026-05-22 17:00:00+00:00,5689,5689,5689,5689,5689,5689,5689,5689,5689,138,138,5688,5688,5689,5689,5689,5689,138,False,0
SPELL_USD:USD,35041,35040,1,24965,10076,22048,12993,19395,15646,26601,8440,16592,18449,18049,16992,15792,19249,15479,19562,19562,2024-02-27 16:00:00+00:00,2026-05-22 17:00:00+00:00,19562,19562,19562,19562,19562,19554,19554,19554,19554,140,140,19550,19550,19562,19562,19562,19555,140,False,0
SPK_USD:USD,35041,35007,34,30711,4330,29329,5712,28191,6850,32056,2985,27366,7675,28807,6234,27251,7790,27216,7825,7842,2025-06-30 00:00:00+00:00,2026-05-22 17:00:00+00:00,7842,7842,7842,7842,7842,7842,7842,7842,7842,140,140,7841,7841,7842,7842,7842,7842,140,False,0
SPX_USD:USD,35041,31379,3662,22916,12125,22708,12333,22635,12406,25968,9073,22607,12434,24065,10976,22608,12433,22608,12433,12433,2024-12-20 17:00:00+00:00,2026-05-22 17:00:00+00:00,12433,12433,12433,12433,12433,12432,12432,12432,12432,140,140,12432,12432,12433,12433,12433,12433,140,False,0
SSV_USD:USD,35041,22990,12051,29824,5217,27680,7361,25456,9585,35026,15,22918,12123,23994,11047,22102,12939,21579,13462,13464,2024-11-07 18:00:00+00:00,2026-05-22 17:00:00+00:00,13464,13464,13464,13464,13464,13462,13462,13462,13462,140,140,13458,13458,13464,13464,13464,13463,140,False,0
STBL_USD:USD,35041,35005,36,33792,1249,33173,1868,32377,2664,32726,2315,30917,4124,32186,2855,30127,4914,29328,5713,5716,2025-09-26 14:00:00+00:00,2026-05-22 17:00:00+00:00,5716,5716,5716,5716,5716,5716,5716,5716,5716,138,138,5714,5714,5716,5716,5716,5716,138,False,0
STG_USD:USD,35041,33490,1551,25206,9835,21102,13939,16771,18270,31368,3673,11943,23098,13079,21962,10652,24389,10300,24741,24745,2023-07-26 17:00:00+00:00,2026-05-22 17:00:00+00:00,24745,24745,24745,24745,24745,24744,24744,24744,24744,140,140,24743,24743,24745,24745,24745,24745,140,False,0
STORJ_USD:USD,35041,32198,2843,14507,20534,11017,24024,8601,26440,22239,12802,2859,32182,4223,30818,2584,32457,2566,32475,32475,2022-09-07 15:00:00+00:00,2026-05-22 17:00:00+00:00,32475,32475,32475,32475,32475,32471,28133,32471,32471,140,140,32467,32467,32475,32474,28135,32474,140,False,0
STRK_USD:USD,35041,33237,1804,16990,18051,15935,19106,15451,19590,20885,14156,15332,19709,16789,18252,15332,19709,15332,19709,19710,2024-02-21 12:00:00+00:00,2026-05-22 17:00:00+00:00,19710,19710,19710,19710,19710,19703,19703,19703,19703,140,140,19702,19702,19710,19710,19710,19703,140,False,0
STX_USD:USD,35041,24637,10404,10630,24411,9280,25761,8349,26692,12062,22979,7604,27437,9062,25979,7468,27573,7463,27578,27578,2023-03-30 16:00:00+00:00,2026-05-22 17:00:00+00:00,27578,27578,27578,27578,27578,27569,27569,27569,27569,140,140,27569,27569,27578,27577,27578,27571,140,False,0
SUI_USD:USD,35041,19127,15914,10096,24945,9173,25868,8551,26490,13966,21075,8292,26749,9750,25291,8276,26765,8276,26765,26765,2023-05-03 13:00:00+00:00,2026-05-22 17:00:00+00:00,26765,26765,26765,26765,26765,26764,26764,26764,26764,140,140,26763,26763,26765,26765,26765,26765,140,False,0
SUN_USD:USD,35041,35016,25,31938,3103,30397,4644,28347,6694,33962,1079,24754,10287,26161,8880,22952,12089,21204,13837,13852,2024-10-22 14:00:00+00:00,2026-05-22 17:00:00+00:00,13852,13852,13852,13852,13852,13844,13844,13844,13844,140,140,13840,13840,13852,13852,13852,13845,140,False,0
SUPER_USD:USD,35041,30526,4515,22719,12322,20083,14958,18204,16837,21726,13315,17031,18010,18412,16629,16898,18143,16869,18172,18173,2024-04-25 13:00:00+00:00,2026-05-22 17:00:00+00:00,18173,18173,18173,18173,18173,18172,18172,18172,18172,140,140,18171,18171,18173,18173,18173,18172,140,False,0
SUSHI_USD:USD,35041,24559,10482,8403,26638,7270,27771,6952,28089,19527,15514,2507,32534,3870,31171,2429,32612,2400,32641,32643,2022-08-31 15:00:00+00:00,2026-05-22 17:00:00+00:00,32643,32643,32643,32643,32643,32638,28133,32640,32640,140,140,32640,32640,32643,32642,28135,32643,140,False,0
SWARMS_USD:USD,35041,34940,101,29079,5962,27441,7600,26035,9006,34700,341,24611,10430,26048,8993,24182,10859,23714,11327,11327,2025-02-04 19:00:00+00:00,2026-05-22 17:00:00+00:00,11327,11327,11327,11327,11327,11327,11327,11327,11327,140,140,11326,11326,11327,11327,11327,11327,140,False,0
SXT_USD:USD,35041,35011,30,32873,2168,31752,3289,30372,4669,31383,3658,28312,6729,29429,5612,27409,7632,26296,8745,8747,2025-05-23 07:00:00+00:00,2026-05-22 17:00:00+00:00,8747,8747,8747,8747,8747,8746,8746,8746,8746,141,141,8742,8742,8747,8747,8747,8747,141,False,0
SYN_USD:USD,35041,33924,1117,26196,8845,23634,11407,21624,13417,26767,8274,20077,14964,21535,13506,19867,15174,19728,15313,15313,2024-08-22 17:00:00+00:00,2026-05-22 17:00:00+00:00,15313,15313,15313,15313,15313,15306,15306,15306,15306,141,141,15305,15305,15313,15313,15313,15306,141,False,0
SYRUP_USD:USD,35041,34522,519,30894,4147,29629,5412,28449,6592,29588,5453,27132,7909,28590,6451,26786,8255,26214,8827,8827,2025-05-19 23:00:00+00:00,2026-05-22 17:00:00+00:00,8827,8827,8827,8827,8827,8826,8826,8826,8826,141,141,8814,8814,8827,8827,8827,8827,141,False,0
S_USD:USD,35041,34558,483,25883,9158,24557,10484,23754,11287,29349,5692,23337,11704,24795,10246,23302,11739,23302,11739,11739,2025-01-18 15:00:00+00:00,2026-05-22 17:00:00+00:00,11739,11739,11739,11739,11739,11738,11738,11738,11738,140,140,11734,11734,11739,11739,11739,11739,140,False,0
TAO_USD:USD,35041,19334,15707,18507,16534,18428,16613,18414,16627,21851,13190,18409,16632,19863,15178,18410,16631,18410,16631,16635,2024-06-28 15:00:00+00:00,2026-05-22 17:00:00+00:00,16635,16635,16635,16635,16635,16635,16635,16635,16635,141,141,16634,16634,16635,16635,16635,16635,141,False,0
TIA_USD:USD,35041,20488,14553,13377,21664,13350,21691,13340,21701,16724,18317,13321,21720,14778,20263,13322,21719,13322,21719,21720,2023-11-29 18:00:00+00:00,2026-05-22 17:00:00+00:00,21720,21720,21720,21720,21720,21711,21711,21711,21711,141,141,21710,21710,21720,21720,21720,21712,141,False,0
TLM_USD:USD,35041,35035,6,29936,5105,27994,7047,25766,9275,32523,2518,22094,12947,23512,11529,20200,14841,17965,17076,17190,2024-06-05 13:00:00+00:00,2026-05-22 18:00:00+00:00,17190,17190,17190,17190,17190,17189,17189,17189,17189,142,142,17185,17185,17190,17190,17190,17190,142,False,0
TNSR_USD:USD,35041,33873,1168,26124,8917,23599,11442,21297,13744,29411,5630,18960,16081,20417,14624,18156,16885,17852,17189,17189,2024-06-05 13:00:00+00:00,2026-05-22 17:00:00+00:00,17189,17189,17189,17189,17189,17189,17189,17189,17189,141,141,17188,17188,17189,17189,17189,17189,141,False,0
TON_USD:USD,35041,19186,15855,17084,17957,17021,18020,17008,18033,24328,10713,16991,18050,18449,16592,16992,18049,16992,18049,18049,2024-04-30 17:00:00+00:00,2026-05-22 17:00:00+00:00,18049,18049,18049,18049,18049,18048,18048,18048,18048,141,141,18044,18044,18049,18049,18049,18049,141,False,0
TRUMP_USD:USD,35041,24406,10635,23338,11703,23312,11729,23309,11732,26666,8375,23300,11741,24758,10283,23301,11740,23301,11740,11740,2025-01-18 14:00:00+00:00,2026-05-22 17:00:00+00:00,11740,11740,11740,11740,11740,11739,11740,11740,11740,141,141,11738,11738,11740,11739,11740,11740,141,False,0
TRU_USD:USD,35041,34861,180,25991,9050,23281,11760,20566,14475,26419,8622,17557,17484,19014,16027,16870,18171,16695,18346,18347,2024-04-18 08:00:00+00:00,2026-05-22 18:00:00+00:00,18347,18347,18347,18347,18347,18339,18339,18339,18339,142,142,18335,18335,18347,18347,18347,18340,142,False,0
TRX_USD:USD,35041,34959,82,9029,26012,7507,27534,7003,28038,10312,24729,739,34302,2175,32866,678,34363,671,34370,34371,2022-06-20 16:00:00+00:00,2026-05-22 18:00:00+00:00,34371,34371,34371,34371,34371,34368,28132,34368,34368,142,142,34364,34364,34371,34371,28134,34371,142,False,0
TURBO_USD:USD,35041,35009,32,18112,16929,17905,17136,17874,17167,23037,12004,17852,17189,19308,15733,17853,17188,17853,17188,17190,2024-06-05 13:00:00+00:00,2026-05-22 18:00:00+00:00,17190,17190,17190,17190,17190,17189,17189,17189,17189,142,142,17185,17185,17190,17190,17190,17190,142,False,0
T_USD:USD,35041,35030,11,29957,5084,27860,7181,25390,9651,33984,1057,21351,13690,22700,12341,19221,15820,17237,17804,17856,2024-05-08 18:00:00+00:00,2026-05-22 17:00:00+00:00,17856,17856,17856,17856,17856,17855,17855,17855,17855,141,141,17854,17854,17856,17856,17856,17855,141,False,0
UMA_USD:USD,35041,23466,11575,21943,13098,18871,16170,16627,18414,31490,3551,14964,20077,16422,18619,14738,20303,14705,20336,20336,2024-01-26 10:00:00+00:00,2026-05-22 17:00:00+00:00,20336,20336,20336,20336,20336,20329,20329,20329,20329,141,141,20328,20328,20336,20336,20336,20329,141,False,0
UNI_USD:USD,35041,1218,33823,7020,28021,6927,28114,6917,28124,10636,24405,0,35041,1458,33583,1,35040,1,35040,35093,2022-05-21 14:00:00+00:00,2026-05-22 18:00:00+00:00,35093,35093,35093,35093,35093,35036,28134,35039,35039,142,142,35032,35032,35093,35091,28136,35042,142,False,0
USDC_USD:USD,35041,22999,12042,30733,4308,28454,6587,25172,9869,12688,22353,20050,14991,21467,13574,15653,19388,8225,26816,28033,2023-03-11 18:00:00+00:00,2026-05-22 18:00:00+00:00,28033,28033,28033,28033,28033,28024,28024,28024,28024,142,142,28020,28020,28033,28032,28033,28026,142,False,0
USDT_USD:USD,35041,23337,11704,27193,7848,23359,11682,18673,16368,10407,24634,12739,22302,14136,20905,9276,25765,7121,27920,28032,2023-03-11 18:00:00+00:00,2026-05-22 17:00:00+00:00,28032,28032,28032,28032,28032,28024,28024,28024,28024,141,141,28023,28023,28032,28031,28032,28025,141,False,0
USUAL_USD:USD,35041,34940,101,27539,7502,25685,9356,24370,10671,30209,4832,23497,11544,24951,10090,23382,11659,23233,11808,11814,2025-01-15 13:00:00+00:00,2026-05-22 18:00:00+00:00,11814,11814,11814,11814,11814,11813,11813,11813,11813,142,142,11809,11809,11814,11814,11814,11814,142,False,0
VELO_USD:USD,35041,35040,1,30927,4114,29260,5781,27316,7725,35041,0,24635,10406,26084,8957,23993,11048,23724,11317,11326,2025-02-04 20:00:00+00:00,2026-05-22 17:00:00+00:00,11326,11326,11326,11326,11326,11326,11326,11326,11326,141,141,11325,11325,11284,11275,11281,46,24,False,0
VET_USD:USD,35041,35041,0,23298,11743,22246,12795,21721,13320,35041,0,21580,13461,23034,12007,21581,13460,21581,13460,13464,2024-11-07 19:00:00+00:00,2026-05-22 18:00:00+00:00,13464,13464,13464,13464,13464,13462,13462,13462,13462,142,142,13458,13458,13422,13413,13418,46,24,False,0
VINE_USD:USD,35041,34838,203,27553,7488,26324,8717,25281,9760,28546,6495,24110,10931,25568,9473,23774,11267,23490,11551,11590,2025-01-24 20:00:00+00:00,2026-05-22 17:00:00+00:00,11590,11590,11590,11590,11590,11590,11590,11590,11590,141,141,11589,11589,11590,11590,11590,11590,141,False,0
VIRTUAL_USD:USD,35041,30564,4477,23436,11605,23377,11664,23369,11672,27319,7722,23354,11687,24811,10230,23355,11686,23355,11686,11687,2025-01-20 20:00:00+00:00,2026-05-22 18:00:00+00:00,11687,11687,11687,11687,11687,11685,11685,11685,11685,142,142,11681,11681,11687,11687,11687,11686,142,False,0
WIF_USD:USD,35041,26707,8334,14637,20404,14622,20419,14622,20419,18327,16714,14612,20429,16069,18972,14613,20428,14613,20428,20429,2024-01-22 14:00:00+00:00,2026-05-22 18:00:00+00:00,20429,20429,20429,20429,20429,20428,20428,20428,20428,142,142,20424,20424,20429,20429,20429,20429,142,False,0
WLD_USD:USD,35041,21717,13324,11531,23510,10955,24086,10625,24416,28400,6641,10460,24581,11918,23123,10461,24580,10461,24580,24580,2023-08-02 14:00:00+00:00,2026-05-22 17:00:00+00:00,24580,24580,24580,24580,24580,24572,24572,24572,24572,141,141,24571,24571,24580,24580,24580,24573,141,False,0
WLFI_USD:USD,35041,35011,30,28882,6159,28758,6283,28738,6303,32072,2969,28728,6313,30185,4856,28729,6312,28729,6312,6313,2025-09-01 18:00:00+00:00,2026-05-22 18:00:00+00:00,6313,6313,6313,6313,6313,6313,6313,6313,6313,142,142,6307,6307,6313,6313,6313,6313,142,False,0
WOO_USD:USD,35041,34122,919,18370,16671,14284,20757,11117,23924,28194,6847,8231,26810,9669,25372,7718,27323,7605,27436,27437,2023-04-05 14:00:00+00:00,2026-05-22 18:00:00+00:00,27437,27437,27437,27437,27437,27434,27436,27436,27436,142,142,27435,27435,27437,27435,27437,27437,142,False,0
W_USD:USD,35041,34588,453,18489,16552,17177,17864,16585,18456,21951,13090,16460,18581,17917,17124,16461,18580,16461,18580,18581,2024-04-08 14:00:00+00:00,2026-05-22 18:00:00+00:00,18581,18581,18581,18581,18581,18581,18581,18581,18581,142,142,18580,18580,18581,18581,18581,18581,142,False,0
XCN_USD:USD,35041,34974,67,28833,6208,26994,8047,25379,9662,26890,8151,23913,11128,25358,9683,23627,11414,23540,11501,11501,2025-01-28 13:00:00+00:00,2026-05-22 17:00:00+00:00,11501,11501,11501,11501,11501,11494,11497,11497,11497,141,141,11493,11493,11501,11501,11501,11497,141,False,0
XLM_USD:USD,35041,34099,942,7989,27052,7206,27835,6960,28081,10314,24727,1089,33952,2523,32518,1054,33987,1054,33987,33989,2022-07-06 14:00:00+00:00,2026-05-22 18:00:00+00:00,33989,33989,33989,33989,33989,33981,28132,33985,33985,142,142,33981,33981,33989,33987,28134,33988,142,False,0
XMR_USD:USD,35041,934,34107,7433,27608,7012,28029,6928,28113,10305,24736,0,35041,1458,33583,1,35040,1,35040,35094,2022-05-21 13:00:00+00:00,2026-05-22 18:00:00+00:00,35094,35094,35094,35094,35094,35037,28134,35041,35041,142,142,35036,35036,35094,35091,28135,35043,142,False,0
XPL_USD:USD,35041,34958,83,32004,3037,31429,3612,30984,4057,32677,2364,30488,4553,31945,3096,30191,4850,29601,5440,5713,2025-09-26 18:00:00+00:00,2026-05-22 18:00:00+00:00,5713,5713,5713,5713,5713,5712,5712,5712,5712,142,142,5707,5707,5713,5713,5713,5712,142,False,0
XRP_USD:USD,35041,21322,13719,6917,28124,6914,28127,6915,28126,10308,24733,0,35041,1458,33583,1,35040,1,35040,35093,2022-05-21 14:00:00+00:00,2026-05-22 18:00:00+00:00,35093,35093,35093,35093,35093,35036,28135,35041,35041,142,142,35038,35038,35093,35091,28136,35043,142,False,0
XTZ_USD:USD,35041,24775,10266,9929,25112,7924,27117,7100,27941,11749,23292,1157,33884,2598,32443,1060,33981,1054,33987,33989,2022-07-06 14:00:00+00:00,2026-05-22 18:00:00+00:00,33989,33989,33989,33989,33989,33981,28133,33985,33985,142,142,33981,33981,33989,33987,28135,33988,142,False,0
YFI_USD:USD,35041,2151,32890,13405,21636,10137,24904,8133,26908,25730,9311,1392,33649,2849,32192,1226,33815,1225,33816,33817,2022-07-13 18:00:00+00:00,2026-05-22 18:00:00+00:00,33817,33817,33817,33817,33817,33812,28134,33814,33814,139,139,33810,33810,33817,33815,28136,33817,139,False,0
YGG_USD:USD,35041,33763,1278,23440,11601,20378,14663,18114,16927,33994,1047,16727,18314,18182,16859,16561,18480,16514,18527,18530,2024-04-10 17:00:00+00:00,2026-05-22 18:00:00+00:00,18530,18530,18530,18530,18530,18530,18530,18530,18530,142,142,18529,18529,18530,18530,18530,18530,142,False,0
ZBT_USD:USD,35041,34903,138,33827,1214,33448,1593,33031,2010,34884,157,32376,2665,32651,2390,31951,3090,31329,3712,4725,2025-11-06 22:00:00+00:00,2026-05-22 18:00:00+00:00,4725,4725,4725,4725,4725,4724,4724,4724,4724,142,142,4719,4719,4725,4725,4725,4724,142,False,0
ZEC_USD:USD,35041,3181,31860,10589,24452,8775,26266,7611,27430,13056,21985,2423,32618,3728,31313,2252,32789,2231,32810,32813,2022-08-24 14:00:00+00:00,2026-05-22 18:00:00+00:00,32813,32813,32813,32813,32813,32809,28134,32811,32811,139,139,32810,32810,32813,32811,28135,32813,139,False,0
ZIG_USD:USD,35041,35033,8,34379,662,34061,980,33707,1334,35000,41,33120,1921,34189,852,32769,2272,32166,2875,2880,2026-01-22 19:00:00+00:00,2026-05-22 18:00:00+00:00,2880,2880,2880,2880,2880,2880,2880,2880,2880,0,0,2878,2878,2880,2880,2880,2880,4,False,0
ZK_USD:USD,35041,34902,139,21034,14007,19840,15201,19353,15688,25262,9779,19228,15813,20685,14356,19229,15812,19229,15812,15813,2024-08-01 22:00:00+00:00,2026-05-22 18:00:00+00:00,15813,15813,15813,15813,15813,15813,15813,15813,15813,142,142,15813,15813,15813,15813,15813,15813,142,False,0
ZRO_USD:USD,35041,21789,13252,19990,15051,18805,16236,18344,16697,23763,11278,18236,16805,19692,15349,18236,16805,18236,16805,16807,2024-06-21 12:00:00+00:00,2026-05-22 18:00:00+00:00,16807,16807,16807,16807,16807,16805,16805,16805,16805,142,142,16801,16801,16807,16807,16807,16806,142,False,0
ZRX_USD:USD,35041,33532,1509,16958,18083,13096,21945,10288,24753,21512,13529,8288,26753,9693,25348,7872,27169,7776,27265,27266,2023-04-12 17:00:00+00:00,2026-05-22 18:00:00+00:00,27266,27266,27266,27266,27266,27259,27265,27265,27265,139,139,27265,27265,27266,27260,27266,27266,139,False,0
